0,0,0,2
0,0,0,3
0,0,0,4
0,0,0,5
0,0,0,6
0,0,0,7
0,0,0,8
0,0,0,9
0,0,0,10
0,1,0,11
0,1,0,12
0,1,0,13
0,1,0,14
0,1,0,15
1,1,0,16
1,1,0,17
1,1,0,18
1,0,0,19
1,0,0,20
1,0,0,21
1,0,0,22
1,0,0,23
1,0,0,24
1,0,0,25
1,0,0,26
1,0,0,27
1,0,0,28
1,0,0,29
1,0,0,30
1,0,0,31
1,0,0,32
1,0,0,33
1,0,0,34
1,0,0,35
1,0,0,36
1,0,0,37
1,0,0,38
1,0,0,39
1,0,0,40
1,0,0,41
1,0,0,42
1,0,0,43
1,0,0,44
1,0,0,45
1,0,0,46
1,0,0,47
1,0,0,48
1,0,0,49
1,0,0,50
1,0,0,51
1,0,0,52
1,0,0,53
1,0,0,54
1,0,0,55
0,0,0,56
0,0,0,57
0,0,0,58
0,1,0,59
0,1,0,60
0,1,0,61
0,1,0,62
0,1,0,63
0,1,0,64
0,0,0,65
0,0,0,66
0,0,0,67
1,0,0,68
1,0,0,69
1,0,0,70
1,0,0,71
1,0,0,72
1,1,0,73
1,1,0,74
1,1,0,75
1,1,0,76
1,1,0,77
1,1,0,78
1,1,0,79
1,1,0,80
1,1,0,81
1,1,0,82
0,1,0,83
0,1,0,84
0,1,0,85
0,1,0,86
0,1,0,87
0,1,0,88
0,0,0,89
0,0,0,90
0,0,0,91
0,0,0,92
0,0,0,93
0,0,0,94
0,0,0,95
0,0,0,96
1,0,0,97
1,0,0,98
1,0,0,99
1,0,0,100
1,0,0,101
1,0,0,102
1,0,0,103
1,0,0,104
1,0,0,105
1,0,0,106
1,0,0,107
1,0,0,108
1,0,0,109
1,0,0,110
1,0,0,111
1,0,0,112
1,1,0,113
1,1,0,114
1,1,0,115
1,2,0,116
1,1,0,117
1,1,0,118
1,1,0,119
1,1,0,120
1,1,0,121
1,0,0,122
1,0,0,123
1,0,0,124
1,1,0,125
1,0,0,126
1,0,0,127
1,0,0,128
1,0,0,129
1,0,0,130
1,0,0,131
1,0,0,132
1,0,0,133
1,0,0,134
1,0,0,135
0,0,0,136
1,0,0,137
0,2,0,138
0,0,0,139
0,0,0,140
1,0,0,141
1,2,0,142
0,0,0,143
0,0,0,144
1,1,0,145
1,0,0,146
1,1,0,147
0,1,0,148
1,1,0,149
1,2,0,150
1,0,0,151
1,2,0,152
1,0,0,153
1,1,0,154
1,0,0,155
1,0,0,156
1,0,0,157
0,1,0,158
1,0,0,159
0,0,0,160
0,1,0,161
0,1,0,162
1,1,0,163
1,0,0,164
0,0,0,165
0,0,1,166
0,0,1,167
0,0,1,168
0,0,1,169
0,0,1,170
0,0,1,171
0,0,1,172
0,0,1,173
0,0,1,174
0,0,1,175
0,0,1,176
0,0,1,177
0,0,1,178
0,0,1,179
0,0,1,180
0,0,1,181
0,0,1,182
0,0,1,183
0,0,1,184
0,0,1,185
0,0,1,186
0,0,1,187
0,0,1,188
0,0,1,189
0,0,1,190
0,0,1,191
0,0,1,192
0,0,1,193
1,0,1,194
0,0,1,195
0,1,1,196
0,1,1,197
0,1,1,198
0,1,1,199
0,1,1,200
0,1,1,201
0,1,1,202
0,1,1,203
0,1,1,204
1,1,1,205
0,1,1,206
0,1,1,207
0,1,1,208
0,1,1,209
0,1,1,210
0,1,1,211
0,1,1,212
0,0,1,213
0,0,1,214
0,0,1,215
0,0,1,216
0,0,1,217
0,0,1,218
0,0,1,219
0,0,1,220
0,0,1,221
0,0,1,222
0,0,1,223
0,0,1,224
0,0,1,225
0,0,1,226
0,0,1,227
0,0,1,228
0,0,1,229
0,0,1,230
0,0,1,231
0,0,1,232
0,0,1,233
0,0,1,234
0,0,1,235
0,0,1,236
0,0,1,237
0,0,1,238
0,1,1,239
0,0,1,240
0,0,1,241
0,0,1,242
0,0,1,243
0,0,1,244
0,0,1,245
0,0,1,246
0,0,1,247
0,0,1,248
0,0,1,249
0,0,1,250
0,0,1,251
0,0,1,252
0,0,1,253
0,0,1,254
0,0,1,255
0,0,1,256
0,0,1,257
0,0,1,258
0,0,1,259
0,0,1,260
0,0,1,261
0,0,1,262
0,0,1,263
0,0,1,264
0,0,1,265
0,0,1,266
0,0,1,267
0,0,1,268
0,0,1,269
0,0,1,270
0,0,1,271
0,1,1,272
0,0,1,273
0,0,1,274
0,0,1,275
1,1,1,276
1,0,1,277
1,0,1,278
1,1,1,279
0,0,1,280
0,0,1,281
0,2,1,282
0,0,1,283
0,2,1,284
0,0,1,285
0,1,1,286
0,0,1,287
0,1,1,288
0,1,1,289
0,1,1,290
0,0,1,291
0,2,1,292
0,1,1,293
0,1,1,294
0,1,1,295
0,0,1,296
0,2,1,297
1,0,1,298
0,2,1,299
1,0,1,300
0,0,1,301
0,1,1,302
0,0,1,303
0,1,1,304
1,1,1,305
0,1,1,306
0,1,1,307
0,0,1,308
0,0,1,309
0,0,1,310
0,0,1,311
0,0,1,312
0,0,1,313
0,0,1,314
0,1,1,315
0,1,1,316
0,1,1,317
0,2,1,318
1,0,1,319
0,0,1,320
0,0,1,321
0,2,1,322
0,0,1,323
1,0,1,324
0,1,1,325
1,0,1,326
